location,age_group,date,value,value_7d
DE-NW,35-59,2021-07-07,45,282
DE-NW,35-59,2021-07-08,51,286
DE-NW,35-59,2021-07-09,44,283
DE-NW,35-59,2021-07-10,44,291
DE-NW,35-59,2021-07-11,22,284
DE-NW,35-59,2021-07-12,23,285
DE-NW,35-59,2021-07-13,58,287
DE-NW,35-59,2021-07-14,45,287
DE-NW,35-59,2021-07-15,33,269
DE-NW,35-59,2021-07-16,39,264
DE-NW,35-59,2021-07-17,26,246
DE-NW,35-59,2021-07-18,16,240
DE-NW,35-59,2021-07-19,21,238
DE-NW,35-59,2021-07-20,44,224
DE-NW,35-59,2021-07-21,38,217
DE-NW,35-59,2021-07-22,25,209
DE-NW,35-59,2021-07-23,33,203
DE-NW,35-59,2021-07-24,12,189
DE-NW,35-59,2021-07-25,13,186
DE-NW,35-59,2021-07-26,15,180
DE-NW,35-59,2021-07-27,41,177
DE-NW,35-59,2021-07-28,20,159
DE-NW,35-59,2021-07-29,16,150
DE-NW,35-59,2021-07-30,15,132
DE-NW,35-59,2021-07-31,12,132
DE-NW,35-59,2021-08-01,7,126
DE-NW,35-59,2021-08-02,2,113
DE-NW,35-59,2021-08-03,16,88
DE-NW,35-59,2021-08-04,26,94
DE-NW,35-59,2021-08-05,24,102
DE-NW,35-59,2021-08-06,20,107
DE-NW,35-59,2021-08-07,13,108
DE-NW,35-59,2021-08-08,5,106
DE-NW,35-59,2021-08-09,7,111
DE-NW,35-59,2021-08-10,41,136
DE-NW,35-59,2021-08-11,37,147
DE-NW,35-59,2021-08-12,44,167
DE-NW,35-59,2021-08-13,29,176
DE-NW,35-59,2021-08-14,29,192
DE-NW,35-59,2021-08-15,8,195
DE-NW,35-59,2021-08-16,7,195
DE-NW,35-59,2021-08-17,41,195
DE-NW,35-59,2021-08-18,38,196
DE-NW,35-59,2021-08-19,35,187
DE-NW,35-59,2021-08-20,31,189
DE-NW,35-59,2021-08-21,32,192
DE-NW,35-59,2021-08-22,13,197
DE-NW,35-59,2021-08-23,6,196
DE-NW,35-59,2021-08-24,38,193
DE-NW,35-59,2021-08-25,56,211
DE-NW,35-59,2021-08-26,53,229
DE-NW,35-59,2021-08-27,44,242
DE-NW,35-59,2021-08-28,53,263
DE-NW,35-59,2021-08-29,16,266
DE-NW,35-59,2021-08-30,15,275
DE-NW,35-59,2021-08-31,47,284
DE-NW,35-59,2021-09-01,55,283
DE-NW,35-59,2021-09-02,36,266
DE-NW,35-59,2021-09-03,52,274
DE-NW,35-59,2021-09-04,46,267
DE-NW,35-59,2021-09-05,13,264
DE-NW,35-59,2021-09-06,3,252
DE-NW,35-59,2021-09-07,53,258
DE-NW,35-59,2021-09-08,60,263
DE-NW,35-59,2021-09-09,61,288
DE-NW,35-59,2021-09-10,60,296
DE-NW,35-59,2021-09-11,46,296
DE-NW,35-59,2021-09-12,22,305
DE-NW,35-59,2021-09-13,20,322
DE-NW,35-59,2021-09-14,52,321
DE-NW,35-59,2021-09-15,62,323
DE-NW,35-59,2021-09-16,54,316
DE-NW,35-59,2021-09-17,51,307
DE-NW,35-59,2021-09-18,31,292
DE-NW,35-59,2021-09-19,16,286
DE-NW,35-59,2021-09-20,14,280
DE-NW,35-59,2021-09-21,33,261
DE-NW,35-59,2021-09-22,50,249
DE-NW,35-59,2021-09-23,45,240
DE-NW,35-59,2021-09-24,33,222
DE-NW,35-59,2021-09-25,34,225
DE-NW,35-59,2021-09-26,14,223
DE-NW,35-59,2021-09-27,11,220
DE-NW,35-59,2021-09-28,29,216
DE-NW,35-59,2021-09-29,31,197
DE-NW,35-59,2021-09-30,43,195
DE-NW,35-59,2021-10-01,50,212
DE-NW,35-59,2021-10-02,53,231
DE-NW,35-59,2021-10-03,12,229
DE-NW,35-59,2021-10-04,6,224
DE-NW,35-59,2021-10-05,52,247
DE-NW,35-59,2021-10-06,40,256
DE-NW,35-59,2021-10-07,42,255
DE-NW,35-59,2021-10-08,40,245
DE-NW,35-59,2021-10-09,29,221
DE-NW,35-59,2021-10-10,7,216
DE-NW,35-59,2021-10-11,12,222
DE-NW,35-59,2021-10-12,29,199
DE-NW,35-59,2021-10-13,41,200
DE-NW,35-59,2021-10-14,53,211
DE-NW,35-59,2021-10-15,47,218
DE-NW,35-59,2021-10-16,29,218
DE-NW,35-59,2021-10-17,13,224
DE-NW,35-59,2021-10-18,17,229
DE-NW,35-59,2021-10-19,51,251
DE-NW,35-59,2021-10-20,40,250
DE-NW,35-59,2021-10-21,46,243
DE-NW,35-59,2021-10-22,44,240
DE-NW,35-59,2021-10-23,49,260
DE-NW,35-59,2021-10-24,20,267
DE-NW,35-59,2021-10-25,11,261
DE-NW,35-59,2021-10-26,55,265
DE-NW,35-59,2021-10-27,43,268
DE-NW,35-59,2021-10-28,50,272
DE-NW,35-59,2021-10-29,54,282
DE-NW,35-59,2021-10-30,51,284
DE-NW,35-59,2021-10-31,17,281
DE-NW,35-59,2021-11-01,13,283
DE-NW,35-59,2021-11-02,16,244
DE-NW,35-59,2021-11-03,80,281
DE-NW,35-59,2021-11-04,47,278
DE-NW,35-59,2021-11-05,22,246
DE-NW,35-59,2021-11-06,54,249
DE-NW,35-59,2021-11-07,26,258
DE-NW,35-59,2021-11-08,9,254
DE-NW,35-59,2021-11-09,48,286
DE-NW,35-59,2021-11-10,53,259
DE-NW,35-59,2021-11-11,49,261
DE-NW,35-59,2021-11-12,48,287
DE-NW,35-59,2021-11-13,39,272
DE-NW,35-59,2021-11-14,11,257
DE-NW,35-59,2021-11-15,17,265
DE-NW,35-59,2021-11-16,56,273
DE-NW,35-59,2021-11-17,77,297
DE-NW,35-59,2021-11-18,42,290
DE-NW,35-59,2021-11-19,40,282
DE-NW,35-59,2021-11-20,73,316
DE-NW,35-59,2021-11-21,21,326
DE-NW,35-59,2021-11-22,19,328
DE-NW,35-59,2021-11-23,68,340
DE-NW,35-59,2021-11-24,54,317
DE-NW,35-59,2021-11-25,60,335
DE-NW,35-59,2021-11-26,66,361
DE-NW,35-59,2021-11-27,75,363
DE-NW,35-59,2021-11-28,21,363
DE-NW,35-59,2021-11-29,19,363
DE-NW,35-59,2021-11-30,66,361
DE-NW,35-59,2021-12-01,70,377
DE-NW,35-59,2021-12-02,59,376
DE-NW,35-59,2021-12-03,65,375
DE-NW,35-59,2021-12-04,61,361
DE-NW,35-59,2021-12-05,41,381
DE-NW,35-59,2021-12-06,15,377
DE-NW,35-59,2021-12-07,73,384
DE-NW,35-59,2021-12-08,81,395
DE-NW,35-59,2021-12-09,105,441
DE-NW,35-59,2021-12-10,66,442
DE-NW,35-59,2021-12-11,50,431
DE-NW,35-59,2021-12-12,42,432
DE-NW,35-59,2021-12-13,12,429
DE-NW,35-59,2021-12-14,93,449
DE-NW,35-59,2021-12-15,71,439
DE-NW,35-59,2021-12-16,72,406
DE-NW,35-59,2021-12-17,71,411
DE-NW,35-59,2021-12-18,64,425
DE-NW,35-59,2021-12-19,20,403
DE-NW,60-79,2021-04-07,88,
DE-NW,60-79,2021-04-08,83,
DE-NW,60-79,2021-04-09,103,
DE-NW,60-79,2021-04-10,71,
DE-NW,60-79,2021-04-11,41,
DE-NW,60-79,2021-04-12,28,
DE-NW,60-79,2021-04-13,90,504
DE-NW,60-79,2021-04-14,84,500
DE-NW,60-79,2021-04-15,96,513
DE-NW,60-79,2021-04-16,95,505
DE-NW,60-79,2021-04-17,86,520
DE-NW,60-79,2021-04-18,33,512
DE-NW,60-79,2021-04-19,42,526
DE-NW,60-79,2021-04-20,72,508
DE-NW,60-79,2021-04-21,112,536
DE-NW,60-79,2021-04-22,83,523
DE-NW,60-79,2021-04-23,82,510
DE-NW,60-79,2021-04-24,80,504
DE-NW,60-79,2021-04-25,34,505
DE-NW,60-79,2021-04-26,25,488
DE-NW,60-79,2021-04-27,101,517
DE-NW,60-79,2021-04-28,95,500
DE-NW,60-79,2021-04-29,101,518
DE-NW,60-79,2021-04-30,98,534
DE-NW,60-79,2021-05-01,98,552
DE-NW,60-79,2021-05-02,33,551
DE-NW,60-79,2021-05-03,45,571
DE-NW,60-79,2021-05-04,94,564
DE-NW,60-79,2021-05-05,102,571
DE-NW,60-79,2021-05-06,95,565
DE-NW,60-79,2021-05-07,94,561
DE-NW,60-79,2021-05-08,72,535
DE-NW,60-79,2021-05-09,31,533
DE-NW,60-79,2021-05-10,24,512
DE-NW,60-79,2021-05-11,65,483
DE-NW,60-79,2021-05-12,102,483
DE-NW,60-79,2021-05-13,90,478
DE-NW,60-79,2021-05-14,31,415
DE-NW,60-79,2021-05-15,45,388
DE-NW,60-79,2021-05-16,19,376
DE-NW,60-79,2021-05-17,21,373
DE-NW,60-79,2021-05-18,79,387
DE-NW,60-79,2021-05-19,60,345
DE-NW,60-79,2021-05-20,66,321
DE-NW,60-79,2021-05-21,56,346
DE-NW,60-79,2021-05-22,43,344
DE-NW,60-79,2021-05-23,19,344
DE-NW,60-79,2021-05-24,12,335
DE-NW,60-79,2021-05-25,13,269
DE-NW,60-79,2021-05-26,42,251
DE-NW,60-79,2021-05-27,50,235
DE-NW,60-79,2021-05-28,65,244
DE-NW,60-79,2021-05-29,34,235
DE-NW,60-79,2021-05-30,17,233
DE-NW,60-79,2021-05-31,15,236
DE-NW,60-79,2021-06-01,46,269
DE-NW,60-79,2021-06-02,48,275
DE-NW,60-79,2021-06-03,49,274
DE-NW,60-79,2021-06-04,26,235
DE-NW,60-79,2021-06-05,44,245
DE-NW,60-79,2021-06-06,30,258
DE-NW,60-79,2021-06-07,31,274
DE-NW,60-79,2021-06-08,53,281
DE-NW,60-79,2021-06-09,37,270
DE-NW,60-79,2021-06-10,65,286
DE-NW,60-79,2021-06-11,51,311
DE-NW,60-79,2021-06-12,43,310
DE-NW,60-79,2021-06-13,18,298
DE-NW,60-79,2021-06-14,14,281
DE-NW,60-79,2021-06-15,52,280
DE-NW,60-79,2021-06-16,31,274
DE-NW,60-79,2021-06-17,25,234
DE-NW,60-79,2021-06-18,50,233
DE-NW,60-79,2021-06-19,81,271
DE-NW,60-79,2021-06-20,22,275
DE-NW,60-79,2021-06-21,16,277
DE-NW,60-79,2021-06-22,79,304
DE-NW,60-79,2021-06-23,96,369
DE-NW,60-79,2021-06-24,65,409
DE-NW,60-79,2021-06-25,48,407
DE-NW,60-79,2021-06-26,36,362
DE-NW,60-79,2021-06-27,26,366
DE-NW,60-79,2021-06-28,20,370
DE-NW,60-79,2021-06-29,53,344
DE-NW,60-79,2021-06-30,59,307
DE-NW,60-79,2021-07-01,62,304
DE-NW,60-79,2021-07-02,61,317
DE-NW,60-79,2021-07-03,44,325
DE-NW,60-79,2021-07-04,16,315
DE-NW,60-79,2021-07-05,25,320
DE-NW,60-79,2021-07-06,49,316
DE-NW,60-79,2021-07-07,63,320
DE-NW,60-79,2021-07-08,51,309
DE-NW,60-79,2021-07-09,52,300
DE-NW,60-79,2021-07-10,43,299
DE-NW,60-79,2021-07-11,23,306
DE-NW,60-79,2021-07-12,25,306
DE-NW,60-79,2021-07-13,43,300
DE-NW,60-79,2021-07-14,40,277
DE-NW,60-79,2021-07-15,21,247
DE-NW,60-79,2021-07-16,22,217
DE-NW,60-79,2021-07-17,19,193
DE-NW,60-79,2021-07-18,16,186
DE-NW,60-79,2021-07-19,16,177
DE-NW,60-79,2021-07-20,25,159
DE-NW,60-79,2021-07-21,15,134
DE-NW,60-79,2021-07-22,30,143
DE-NW,60-79,2021-07-23,7,128
DE-NW,60-79,2021-07-24,16,125
DE-NW,60-79,2021-07-25,5,114
DE-NW,60-79,2021-07-26,11,109
DE-NW,60-79,2021-07-27,25,109
DE-NW,60-79,2021-07-28,15,109
DE-NW,60-79,2021-07-29,18,97
DE-NW,60-79,2021-07-30,11,101
DE-NW,60-79,2021-07-31,7,92
DE-NW,60-79,2021-08-01,6,93
DE-NW,60-79,2021-08-02,2,84
DE-NW,60-79,2021-08-03,12,71
DE-NW,60-79,2021-08-04,11,67
DE-NW,60-79,2021-08-05,14,63
DE-NW,60-79,2021-08-06,7,59
DE-NW,60-79,2021-08-07,8,60
DE-NW,60-79,2021-08-08,3,57
DE-NW,60-79,2021-08-09,6,61
DE-NW,60-79,2021-08-10,19,68
DE-NW,60-79,2021-08-11,10,67
DE-NW,60-79,2021-08-12,13,66
DE-NW,60-79,2021-08-13,21,80
DE-NW,60-79,2021-08-14,15,87
DE-NW,60-79,2021-08-15,4,88
DE-NW,60-79,2021-08-16,3,85
DE-NW,60-79,2021-08-17,31,97
DE-NW,60-79,2021-08-18,19,106
DE-NW,60-79,2021-08-19,20,113
DE-NW,60-79,2021-08-20,17,109
DE-NW,60-79,2021-08-21,17,111
DE-NW,60-79,2021-08-22,8,115
DE-NW,60-79,2021-08-23,4,116
DE-NW,60-79,2021-08-24,21,106
DE-NW,60-79,2021-08-25,28,115
DE-NW,60-79,2021-08-26,16,111
DE-NW,60-79,2021-08-27,26,120
DE-NW,60-79,2021-08-28,29,132
DE-NW,60-79,2021-08-29,6,130
DE-NW,60-79,2021-08-30,6,132
DE-NW,60-79,2021-08-31,28,139
DE-NW,60-79,2021-09-01,27,138
DE-NW,60-79,2021-09-02,28,150
DE-NW,60-79,2021-09-03,24,148
DE-NW,60-79,2021-09-04,21,140
DE-NW,60-79,2021-09-05,5,139
DE-NW,60-79,2021-09-06,1,134
DE-NW,60-79,2021-09-07,30,136
DE-NW,60-79,2021-09-08,29,138
DE-NW,60-79,2021-09-09,40,150
DE-NW,60-79,2021-09-10,30,156
DE-NW,60-79,2021-09-11,4,139
DE-NW,60-79,2021-09-12,11,145
DE-NW,60-79,2021-09-13,9,153
DE-NW,60-79,2021-09-14,33,156
DE-NW,60-79,2021-09-15,44,171
DE-NW,60-79,2021-09-16,24,155
DE-NW,60-79,2021-09-17,23,148
DE-NW,60-79,2021-09-18,19,163
DE-NW,60-79,2021-09-19,15,167
DE-NW,60-79,2021-09-20,6,164
DE-NW,60-79,2021-09-21,25,156
DE-NW,60-79,2021-09-22,43,155
DE-NW,60-79,2021-09-23,31,162
DE-NW,60-79,2021-09-24,26,165
DE-NW,60-79,2021-09-25,29,175
DE-NW,60-79,2021-09-26,13,173
DE-NW,60-79,2021-09-27,4,171
DE-NW,60-79,2021-09-28,35,181
DE-NW,60-79,2021-09-29,27,165
DE-NW,60-79,2021-09-30,34,168
DE-NW,60-79,2021-10-01,29,171
DE-NW,60-79,2021-10-02,36,178
DE-NW,60-79,2021-10-03,20,185
DE-NW,60-79,2021-10-04,6,187
DE-NW,60-79,2021-10-05,25,177
DE-NW,60-79,2021-10-06,32,182
DE-NW,60-79,2021-10-07,30,178
DE-NW,60-79,2021-10-08,20,169
DE-NW,60-79,2021-10-09,34,167
DE-NW,60-79,2021-10-10,12,159
DE-NW,60-79,2021-10-11,3,156
DE-NW,60-79,2021-10-12,41,172
DE-NW,60-79,2021-10-13,44,184
DE-NW,60-79,2021-10-14,42,196
DE-NW,60-79,2021-10-15,42,218
DE-NW,60-79,2021-10-16,32,216
DE-NW,60-79,2021-10-17,10,214
DE-NW,60-79,2021-10-18,6,217
DE-NW,60-79,2021-10-19,47,223
DE-NW,60-79,2021-10-20,45,224
DE-NW,60-79,2021-10-21,41,223
DE-NW,60-79,2021-10-22,51,232
DE-NW,60-79,2021-10-23,52,252
DE-NW,60-79,2021-10-24,30,272
DE-NW,60-79,2021-10-25,9,275
DE-NW,60-79,2021-10-26,61,289
DE-NW,60-79,2021-10-27,44,288
DE-NW,60-79,2021-10-28,55,302
DE-NW,60-79,2021-10-29,58,309
DE-NW,60-79,2021-10-30,41,298
DE-NW,60-79,2021-10-31,18,286
DE-NW,60-79,2021-11-01,16,293
DE-NW,60-79,2021-11-02,14,246
DE-NW,60-79,2021-11-03,71,273
DE-NW,60-79,2021-11-04,63,281
DE-NW,60-79,2021-11-05,54,277
DE-NW,60-79,2021-11-06,76,312
DE-NW,60-79,2021-11-07,22,316
DE-NW,60-79,2021-11-08,11,311
DE-NW,60-79,2021-11-09,78,375
DE-NW,60-79,2021-11-10,64,368
DE-NW,60-79,2021-11-11,59,364
DE-NW,60-79,2021-11-12,61,371
DE-NW,60-79,2021-11-13,46,341
DE-NW,60-79,2021-11-14,26,345
DE-NW,60-79,2021-11-15,19,353
DE-NW,60-79,2021-11-16,95,370
DE-NW,60-79,2021-11-17,80,386
DE-NW,60-79,2021-11-18,79,406
DE-NW,60-79,2021-11-19,60,405
DE-NW,60-79,2021-11-20,48,407
DE-NW,60-79,2021-11-21,22,403
DE-NW,60-79,2021-11-22,18,402
DE-NW,60-79,2021-11-23,84,391
DE-NW,60-79,2021-11-24,72,383
DE-NW,60-79,2021-11-25,86,390
DE-NW,60-79,2021-11-26,84,414
DE-NW,60-79,2021-11-27,76,442
DE-NW,60-79,2021-11-28,25,445
DE-NW,60-79,2021-11-29,37,464
DE-NW,60-79,2021-11-30,105,485
DE-NW,60-79,2021-12-01,97,510
DE-NW,60-79,2021-12-02,85,509
DE-NW,60-79,2021-12-03,85,510
DE-NW,60-79,2021-12-04,92,526
DE-NW,60-79,2021-12-05,43,544
DE-NW,60-79,2021-12-06,26,533
DE-NW,60-79,2021-12-07,110,538
DE-NW,60-79,2021-12-08,103,544
DE-NW,60-79,2021-12-09,120,579
DE-NW,60-79,2021-12-10,113,607
DE-NW,60-79,2021-12-11,70,585
DE-NW,60-79,2021-12-12,39,581
DE-NW,60-79,2021-12-13,22,577
DE-NW,60-79,2021-12-14,105,572
DE-NW,60-79,2021-12-15,114,583
DE-NW,60-79,2021-12-16,88,551
DE-NW,60-79,2021-12-17,103,541
DE-NW,60-79,2021-12-18,100,571
DE-NW,60-79,2021-12-19,17,549
DE-NW,80+,2021-04-07,52,
DE-NW,80+,2021-04-08,46,
DE-NW,80+,2021-04-09,49,
DE-NW,80+,2021-04-10,34,
DE-NW,80+,2021-04-11,11,
DE-NW,80+,2021-04-12,17,
DE-NW,80+,2021-04-13,46,255
DE-NW,80+,2021-04-14,37,240
DE-NW,80+,2021-04-15,41,235
DE-NW,80+,2021-04-16,57,243
DE-NW,80+,2021-04-17,40,249
DE-NW,80+,2021-04-18,22,260
DE-NW,80+,2021-04-19,19,262
DE-NW,80+,2021-04-20,35,251
DE-NW,80+,2021-04-21,70,284
DE-NW,80+,2021-04-22,45,288
DE-NW,80+,2021-04-23,51,282
DE-NW,80+,2021-04-24,56,298
DE-NW,80+,2021-04-25,22,298
DE-NW,80+,2021-04-26,6,285
DE-NW,80+,2021-04-27,40,290
DE-NW,80+,2021-04-28,67,287
DE-NW,80+,2021-04-29,49,291
DE-NW,80+,2021-04-30,49,289
DE-NW,80+,2021-05-01,51,284
DE-NW,80+,2021-05-02,19,281
DE-NW,80+,2021-05-03,18,293
DE-NW,80+,2021-05-04,52,305
DE-NW,80+,2021-05-05,39,277
DE-NW,80+,2021-05-06,59,287
DE-NW,80+,2021-05-07,39,277
DE-NW,80+,2021-05-08,37,263
DE-NW,80+,2021-05-09,16,260
DE-NW,80+,2021-05-10,14,256
DE-NW,80+,2021-05-11,30,234
DE-NW,80+,2021-05-12,36,231
DE-NW,80+,2021-05-13,33,205
DE-NW,80+,2021-05-14,12,178
DE-NW,80+,2021-05-15,23,164
DE-NW,80+,2021-05-16,11,159
DE-NW,80+,2021-05-17,12,157
DE-NW,80+,2021-05-18,40,167
DE-NW,80+,2021-05-19,24,155
DE-NW,80+,2021-05-20,31,153
DE-NW,80+,2021-05-21,26,167
DE-NW,80+,2021-05-22,27,171
DE-NW,80+,2021-05-23,8,168
DE-NW,80+,2021-05-24,6,162
DE-NW,80+,2021-05-25,7,129
DE-NW,80+,2021-05-26,33,138
DE-NW,80+,2021-05-27,33,140
DE-NW,80+,2021-05-28,18,132
DE-NW,80+,2021-05-29,25,130
DE-NW,80+,2021-05-30,13,135
DE-NW,80+,2021-05-31,4,133
DE-NW,80+,2021-06-01,22,148
DE-NW,80+,2021-06-02,26,141
DE-NW,80+,2021-06-03,37,145
DE-NW,80+,2021-06-04,14,141
DE-NW,80+,2021-06-05,39,155
DE-NW,80+,2021-06-06,30,172
DE-NW,80+,2021-06-07,27,195
DE-NW,80+,2021-06-08,55,228
DE-NW,80+,2021-06-09,21,223
DE-NW,80+,2021-06-10,41,227
DE-NW,80+,2021-06-11,41,254
DE-NW,80+,2021-06-12,21,236
DE-NW,80+,2021-06-13,16,222
DE-NW,80+,2021-06-14,12,207
DE-NW,80+,2021-06-15,18,170
DE-NW,80+,2021-06-16,19,168
DE-NW,80+,2021-06-17,16,143
DE-NW,80+,2021-06-18,35,137
DE-NW,80+,2021-06-19,57,173
DE-NW,80+,2021-06-20,22,179
DE-NW,80+,2021-06-21,18,185
DE-NW,80+,2021-06-22,50,217
DE-NW,80+,2021-06-23,50,248
DE-NW,80+,2021-06-24,34,266
DE-NW,80+,2021-06-25,26,257
DE-NW,80+,2021-06-26,23,223
DE-NW,80+,2021-06-27,12,213
DE-NW,80+,2021-06-28,11,206
DE-NW,80+,2021-06-29,29,185
DE-NW,80+,2021-06-30,36,171
DE-NW,80+,2021-07-01,56,193
DE-NW,80+,2021-07-02,30,197
DE-NW,80+,2021-07-03,23,197
DE-NW,80+,2021-07-04,7,192
DE-NW,80+,2021-07-05,11,192
DE-NW,80+,2021-07-06,15,178
DE-NW,80+,2021-07-07,27,169
DE-NW,80+,2021-07-08,48,161
DE-NW,80+,2021-07-09,33,164
DE-NW,80+,2021-07-10,30,171
DE-NW,80+,2021-07-11,13,177
DE-NW,80+,2021-07-12,8,174
DE-NW,80+,2021-07-13,20,179
DE-NW,80+,2021-07-14,22,174
DE-NW,80+,2021-07-15,6,132
DE-NW,80+,2021-07-16,7,106
DE-NW,80+,2021-07-17,20,96
DE-NW,80+,2021-07-18,6,89
DE-NW,80+,2021-07-19,8,89
DE-NW,80+,2021-07-20,20,89
DE-NW,80+,2021-07-21,13,80
DE-NW,80+,2021-07-22,12,86
DE-NW,80+,2021-07-23,10,89
DE-NW,80+,2021-07-24,5,74
DE-NW,80+,2021-07-25,8,76
DE-NW,80+,2021-07-26,8,76
DE-NW,80+,2021-07-27,14,70
DE-NW,80+,2021-07-28,4,61
DE-NW,80+,2021-07-29,9,58
DE-NW,80+,2021-07-30,5,53
DE-NW,80+,2021-07-31,2,50
DE-NW,80+,2021-08-01,4,46
DE-NW,80+,2021-08-02,2,40
DE-NW,80+,2021-08-03,7,33
DE-NW,80+,2021-08-04,9,38
DE-NW,80+,2021-08-05,16,45
DE-NW,80+,2021-08-06,16,56
DE-NW,80+,2021-08-07,11,65
DE-NW,80+,2021-08-08,0,61
DE-NW,80+,2021-08-09,1,60
DE-NW,80+,2021-08-10,14,67
DE-NW,80+,2021-08-11,10,68
DE-NW,80+,2021-08-12,16,68
DE-NW,80+,2021-08-13,8,60
DE-NW,80+,2021-08-14,6,55
DE-NW,80+,2021-08-15,1,56
DE-NW,80+,2021-08-16,4,59
DE-NW,80+,2021-08-17,17,62
DE-NW,80+,2021-08-18,9,61
DE-NW,80+,2021-08-19,12,57
DE-NW,80+,2021-08-20,16,65
DE-NW,80+,2021-08-21,6,65
DE-NW,80+,2021-08-22,2,66
DE-NW,80+,2021-08-23,0,62
DE-NW,80+,2021-08-24,10,55
DE-NW,80+,2021-08-25,16,62
DE-NW,80+,2021-08-26,17,67
DE-NW,80+,2021-08-27,13,64
DE-NW,80+,2021-08-28,15,73
DE-NW,80+,2021-08-29,8,79
DE-NW,80+,2021-08-30,4,83
DE-NW,80+,2021-08-31,22,95
DE-NW,80+,2021-09-01,25,104
DE-NW,80+,2021-09-02,19,106
DE-NW,80+,2021-09-03,14,107
DE-NW,80+,2021-09-04,19,111
DE-NW,80+,2021-09-05,10,113
DE-NW,80+,2021-09-06,0,109
DE-NW,80+,2021-09-07,12,99
DE-NW,80+,2021-09-08,27,101
DE-NW,80+,2021-09-09,19,101
DE-NW,80+,2021-09-10,13,100
DE-NW,80+,2021-09-11,1,82
DE-NW,80+,2021-09-12,2,74
DE-NW,80+,2021-09-13,2,76
DE-NW,80+,2021-09-14,23,87
DE-NW,80+,2021-09-15,33,93
DE-NW,80+,2021-09-16,19,93
DE-NW,80+,2021-09-17,16,96
DE-NW,80+,2021-09-18,23,118
DE-NW,80+,2021-09-19,8,124
DE-NW,80+,2021-09-20,6,128
DE-NW,80+,2021-09-21,19,124
DE-NW,80+,2021-09-22,27,118
DE-NW,80+,2021-09-23,17,116
DE-NW,80+,2021-09-24,20,120
DE-NW,80+,2021-09-25,28,125
DE-NW,80+,2021-09-26,10,127
DE-NW,80+,2021-09-27,5,126
DE-NW,80+,2021-09-28,26,133
DE-NW,80+,2021-09-29,16,122
DE-NW,80+,2021-09-30,27,132
DE-NW,80+,2021-10-01,20,132
DE-NW,80+,2021-10-02,32,136
DE-NW,80+,2021-10-03,11,137
DE-NW,80+,2021-10-04,2,134
DE-NW,80+,2021-10-05,28,136
DE-NW,80+,2021-10-06,34,154
DE-NW,80+,2021-10-07,12,139
DE-NW,80+,2021-10-08,25,144
DE-NW,80+,2021-10-09,20,132
DE-NW,80+,2021-10-10,4,125
DE-NW,80+,2021-10-11,2,125
DE-NW,80+,2021-10-12,28,125
DE-NW,80+,2021-10-13,32,123
DE-NW,80+,2021-10-14,22,133
DE-NW,80+,2021-10-15,27,135
DE-NW,80+,2021-10-16,28,143
DE-NW,80+,2021-10-17,12,151
DE-NW,80+,2021-10-18,12,161
DE-NW,80+,2021-10-19,45,178
DE-NW,80+,2021-10-20,45,191
DE-NW,80+,2021-10-21,33,202
DE-NW,80+,2021-10-22,39,214
DE-NW,80+,2021-10-23,33,219
DE-NW,80+,2021-10-24,18,225
DE-NW,80+,2021-10-25,4,217
DE-NW,80+,2021-10-26,45,217
DE-NW,80+,2021-10-27,37,209
DE-NW,80+,2021-10-28,52,228
DE-NW,80+,2021-10-29,57,246
DE-NW,80+,2021-10-30,44,257
DE-NW,80+,2021-10-31,12,251
DE-NW,80+,2021-11-01,14,261
DE-NW,80+,2021-11-02,20,236
DE-NW,80+,2021-11-03,63,262
DE-NW,80+,2021-11-04,73,283
DE-NW,80+,2021-11-05,47,273
DE-NW,80+,2021-11-06,66,295
DE-NW,80+,2021-11-07,30,313
DE-NW,80+,2021-11-08,7,306
DE-NW,80+,2021-11-09,68,354
DE-NW,80+,2021-11-10,62,353
DE-NW,80+,2021-11-11,57,337
DE-NW,80+,2021-11-12,46,336
DE-NW,80+,2021-11-13,55,325
DE-NW,80+,2021-11-14,28,323
DE-NW,80+,2021-11-15,6,322
DE-NW,80+,2021-11-16,91,345
DE-NW,80+,2021-11-17,69,352
DE-NW,80+,2021-11-18,56,351
DE-NW,80+,2021-11-19,53,358
DE-NW,80+,2021-11-20,66,369
DE-NW,80+,2021-11-21,26,367
DE-NW,80+,2021-11-22,14,375
DE-NW,80+,2021-11-23,78,362
DE-NW,80+,2021-11-24,77,370
DE-NW,80+,2021-11-25,88,402
DE-NW,80+,2021-11-26,71,420
DE-NW,80+,2021-11-27,71,425
DE-NW,80+,2021-11-28,22,421
DE-NW,80+,2021-11-29,19,426
DE-NW,80+,2021-11-30,85,433
DE-NW,80+,2021-12-01,79,435
DE-NW,80+,2021-12-02,77,424
DE-NW,80+,2021-12-03,68,421
DE-NW,80+,2021-12-04,57,407
DE-NW,80+,2021-12-05,42,427
DE-NW,80+,2021-12-06,22,430
DE-NW,80+,2021-12-07,97,442
DE-NW,80+,2021-12-08,90,453
DE-NW,80+,2021-12-09,74,450
DE-NW,80+,2021-12-10,84,466
DE-NW,80+,2021-12-11,62,471
DE-NW,80+,2021-12-12,38,467
DE-NW,80+,2021-12-13,9,454
DE-NW,80+,2021-12-14,91,448
DE-NW,80+,2021-12-15,81,439
DE-NW,80+,2021-12-16,73,438
DE-NW,80+,2021-12-17,60,414
