model,target_type,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975
testteam-testmodel,hosp,2021-09-11,DE,60-79,COVID-19,772,468,558,648,759,882,1003,1151
testteam-testmodel,hosp,2021-09-11,DE,80+,COVID-19,529,319,382,444,520,605,688,790
testteam-testmodel,hosp,2021-09-12,DE,00+,COVID-19,3209,1956,2328,2699,3155,3661,4159,4765
testteam-testmodel,hosp,2021-09-12,DE,00-04,COVID-19,101,58,71,84,99,117,134,155
testteam-testmodel,hosp,2021-09-12,DE,05-14,COVID-19,83,47,58,68,82,96,110,128
testteam-testmodel,hosp,2021-09-12,DE,15-34,COVID-19,537,324,388,451,528,614,699,802
testteam-testmodel,hosp,2021-09-12,DE,35-59,COVID-19,1174,713,850,986,1154,1340,1523,1746
testteam-testmodel,hosp,2021-09-12,DE,60-79,COVID-19,772,468,558,648,759,882,1003,1151
testteam-testmodel,hosp,2021-09-12,DE,80+,COVID-19,547,330,394,459,537,625,711,816
testteam-testmodel,hosp,2021-09-13,DE,00+,COVID-19,3199,1950,2320,2690,3145,3649,4145,4750
testteam-testmodel,hosp,2021-09-13,DE,00-04,COVID-19,98,56,69,81,96,113,130,150
testteam-testmodel,hosp,2021-09-13,DE,05-14,COVID-19,82,46,57,68,81,95,109,126
testteam-testmodel,hosp,2021-09-13,DE,15-34,COVID-19,543,328,392,456,534,621,707,811
testteam-testmodel,hosp,2021-09-13,DE,35-59,COVID-19,1155,702,836,971,1136,1319,1499,1719
testteam-testmodel,hosp,2021-09-13,DE,60-79,COVID-19,776,470,561,652,763,887,1009,1157
testteam-testmodel,hosp,2021-09-13,DE,80+,COVID-19,549,331,396,460,540,627,714,819
testteam-testmodel,hosp,2021-09-14,DE,00+,COVID-19,3174,1935,2303,2669,3121,3621,4114,4714
testteam-testmodel,hosp,2021-09-14,DE,00-04,COVID-19,91,52,63,75,89,105,120,139
testteam-testmodel,hosp,2021-09-14,DE,05-14,COVID-19,69,38,47,56,67,80,92,107
testteam-testmodel,hosp,2021-09-14,DE,15-34,COVID-19,531,321,383,446,522,607,691,793
testteam-testmodel,hosp,2021-09-14,DE,35-59,COVID-19,1155,702,836,971,1136,1319,1499,1719
testteam-testmodel,hosp,2021-09-14,DE,60-79,COVID-19,776,470,561,652,763,887,1009,1157
testteam-testmodel,hosp,2021-09-14,DE,80+,COVID-19,557,336,402,467,548,637,724,831
testteam-testmodel,hosp,2021-09-15,DE,00+,COVID-19,3072,1873,2229,2584,3021,3505,3982,4563
testteam-testmodel,hosp,2021-09-15,DE,00-04,COVID-19,88,50,61,72,86,101,116,135
testteam-testmodel,hosp,2021-09-15,DE,05-14,COVID-19,60,33,41,49,58,69,80,93
testteam-testmodel,hosp,2021-09-15,DE,15-34,COVID-19,509,307,367,427,501,582,662,760
testteam-testmodel,hosp,2021-09-15,DE,35-59,COVID-19,1131,687,818,950,1112,1291,1467,1682
testteam-testmodel,hosp,2021-09-15,DE,60-79,COVID-19,711,431,514,597,699,813,924,1060
testteam-testmodel,hosp,2021-09-15,DE,80+,COVID-19,580,350,418,486,570,662,754,865
testteam-testmodel,hosp,2021-09-16,DE,00+,COVID-19,3012,1836,2185,2533,2962,3437,3904,4474
testteam-testmodel,hosp,2021-09-16,DE,00-04,COVID-19,79,45,55,65,78,92,106,122
testteam-testmodel,hosp,2021-09-16,DE,05-14,COVID-19,58,32,40,48,57,68,78,91
testteam-testmodel,hosp,2021-09-16,DE,15-34,COVID-19,494,298,356,414,486,565,643,738
testteam-testmodel,hosp,2021-09-16,DE,35-59,COVID-19,1101,669,797,925,1082,1257,1429,1638
testteam-testmodel,hosp,2021-09-16,DE,60-79,COVID-19,695,421,502,583,683,794,903,1036
testteam-testmodel,hosp,2021-09-16,DE,80+,COVID-19,590,357,426,495,580,674,767,880
testteam-testmodel,hosp,2021-09-17,DE,00+,COVID-19,2907,1772,2109,2445,2859,3317,3768,4318
testteam-testmodel,hosp,2021-09-17,DE,00-04,COVID-19,79,45,55,65,78,92,106,122
testteam-testmodel,hosp,2021-09-17,DE,05-14,COVID-19,55,30,38,45,54,64,74,87
testteam-testmodel,hosp,2021-09-17,DE,15-34,COVID-19,469,283,338,393,461,536,610,701
testteam-testmodel,hosp,2021-09-17,DE,35-59,COVID-19,1071,650,775,900,1053,1223,1390,1594
testteam-testmodel,hosp,2021-09-17,DE,60-79,COVID-19,677,410,489,568,665,773,880,1009
testteam-testmodel,hosp,2021-09-17,DE,80+,COVID-19,561,339,405,471,552,641,730,837
testteam-testmodel,hosp,2021-09-18,DE,00+,COVID-19,2809,1712,2037,2362,2762,3204,3640,4171
testteam-testmodel,hosp,2021-09-18,DE,00-04,COVID-19,82,47,57,68,81,95,110,127
testteam-testmodel,hosp,2021-09-18,DE,05-14,COVID-19,49,27,33,40,48,57,66,78
testteam-testmodel,hosp,2021-09-18,DE,15-34,COVID-19,471,284,339,395,463,539,613,704
testteam-testmodel,hosp,2021-09-18,DE,35-59,COVID-19,991,602,717,833,975,1132,1287,1476
testteam-testmodel,hosp,2021-09-18,DE,60-79,COVID-19,667,403,481,559,655,762,866,994
testteam-testmodel,hosp,2021-09-18,DE,80+,COVID-19,553,334,399,464,544,632,719,825
testteam-testmodel,hosp,2021-09-19,DE,00+,COVID-19,2753,1677,1996,2315,2707,3140,3568,4088
testteam-testmodel,hosp,2021-09-19,DE,00-04,COVID-19,77,44,54,64,76,90,103,119
testteam-testmodel,hosp,2021-09-19,DE,05-14,COVID-19,52,28,36,43,51,61,70,82
testteam-testmodel,hosp,2021-09-19,DE,15-34,COVID-19,458,276,330,384,450,524,596,684
testteam-testmodel,hosp,2021-09-19,DE,35-59,COVID-19,991,602,717,833,975,1132,1287,1476
testteam-testmodel,hosp,2021-09-19,DE,60-79,COVID-19,650,393,470,546,639,743,845,970
testteam-testmodel,hosp,2021-09-19,DE,80+,COVID-19,528,319,381,443,519,604,687,788
testteam-testmodel,hosp,2021-09-20,DE,00+,COVID-19,2693,1641,1953,2265,2649,3073,3491,4001
testteam-testmodel,hosp,2021-09-20,DE,00-04,COVID-19,77,44,54,64,76,90,103,119
testteam-testmodel,hosp,2021-09-20,DE,05-14,COVID-19,53,29,36,43,52,62,72,84
testteam-testmodel,hosp,2021-09-20,DE,15-34,COVID-19,444,267,320,372,436,508,578,663
testteam-testmodel,hosp,2021-09-20,DE,35-59,COVID-19,965,585,698,810,949,1102,1252,1436
testteam-testmodel,hosp,2021-09-20,DE,60-79,COVID-19,634,384,458,532,623,725,824,946
testteam-testmodel,hosp,2021-09-20,DE,80+,COVID-19,525,317,379,440,516,600,683,784
testteam-testmodel,hosp,2021-09-21,DE,00+,COVID-19,2622,1598,1902,2205,2578,2992,3399,3895
testteam-testmodel,hosp,2021-09-21,DE,00-04,COVID-19,74,42,51,61,73,86,99,115
testteam-testmodel,hosp,2021-09-21,DE,05-14,COVID-19,52,28,36,43,51,61,70,82
testteam-testmodel,hosp,2021-09-21,DE,15-34,COVID-19,433,261,312,363,426,495,564,647
testteam-testmodel,hosp,2021-09-21,DE,35-59,COVID-19,900,546,651,756,885,1028,1169,1340
testteam-testmodel,hosp,2021-09-21,DE,60-79,COVID-19,652,395,471,547,641,745,848,973
testteam-testmodel,hosp,2021-09-21,DE,80+,COVID-19,515,311,371,432,506,589,670,769
testteam-testmodel,hosp,2021-09-22,DE,00+,COVID-19,2553,1556,1851,2147,2510,2913,3309,3792
testteam-testmodel,hosp,2021-09-22,DE,00-04,COVID-19,70,39,48,58,69,81,94,109
testteam-testmodel,hosp,2021-09-22,DE,05-14,COVID-19,57,32,39,47,56,67,77,90
testteam-testmodel,hosp,2021-09-22,DE,15-34,COVID-19,412,248,296,345,405,471,536,616
testteam-testmodel,hosp,2021-09-22,DE,35-59,COVID-19,873,529,631,733,858,996,1133,1299
testteam-testmodel,hosp,2021-09-22,DE,60-79,COVID-19,678,410,490,569,666,774,881,1010
testteam-testmodel,hosp,2021-09-22,DE,80+,COVID-19,467,282,337,392,460,534,608,698
testteam-testmodel,hosp,2021-09-23,DE,00+,COVID-19,2485,1514,1802,2089,2443,2835,3221,3691
testteam-testmodel,hosp,2021-09-23,DE,00-04,COVID-19,72,40,50,59,71,84,96,112
testteam-testmodel,hosp,2021-09-23,DE,05-14,COVID-19,58,32,40,48,57,68,78,91
testteam-testmodel,hosp,2021-09-23,DE,15-34,COVID-19,401,241,288,336,394,458,522,599
testteam-testmodel,hosp,2021-09-23,DE,35-59,COVID-19,827,502,598,695,814,945,1075,1232
testteam-testmodel,hosp,2021-09-23,DE,60-79,COVID-19,681,412,492,571,669,778,885,1015
testteam-testmodel,hosp,2021-09-23,DE,80+,COVID-19,449,270,323,376,441,513,584,671
testteam-testmodel,hosp,2021-09-24,DE,00+,COVID-19,2484,1513,1801,2088,2442,2834,3220,3689
testteam-testmodel,hosp,2021-09-24,DE,00-04,COVID-19,74,42,51,61,73,86,99,115
testteam-testmodel,hosp,2021-09-24,DE,05-14,COVID-19,62,34,42,50,60,72,82,96
testteam-testmodel,hosp,2021-09-24,DE,15-34,COVID-19,406,244,292,340,399,464,528,607
testteam-testmodel,hosp,2021-09-24,DE,35-59,COVID-19,830,503,600,696,816,947,1077,1235
testteam-testmodel,hosp,2021-09-24,DE,60-79,COVID-19,656,397,473,550,644,749,852,977
testteam-testmodel,hosp,2021-09-24,DE,80+,COVID-19,461,278,332,387,453,527,600,689
testteam-testmodel,hosp,2021-09-25,DE,00+,COVID-19,2457,1497,1782,2066,2416,2804,3185,3650
testteam-testmodel,hosp,2021-09-25,DE,00-04,COVID-19,76,43,53,63,75,88,102,118
testteam-testmodel,hosp,2021-09-25,DE,05-14,COVID-19,56,31,38,46,55,66,76,88
testteam-testmodel,hosp,2021-09-25,DE,15-34,COVID-19,397,238,285,332,390,454,517,593
testteam-testmodel,hosp,2021-09-25,DE,35-59,COVID-19,844,512,610,709,830,964,1096,1257
testteam-testmodel,hosp,2021-09-25,DE,60-79,COVID-19,639,387,462,536,628,730,831,953
testteam-testmodel,hosp,2021-09-25,DE,80+,COVID-19,449,270,323,376,441,513,584,671
testteam-testmodel,hosp,2021-09-26,DE,00+,COVID-19,2424,1477,1757,2038,2383,2765,3142,3600
testteam-testmodel,hosp,2021-09-26,DE,00-04,COVID-19,74,42,51,61,73,86,99,115
testteam-testmodel,hosp,2021-09-26,DE,05-14,COVID-19,54,30,37,44,53,63,73,85
testteam-testmodel,hosp,2021-09-26,DE,15-34,COVID-19,387,232,278,324,380,442,504,578
testteam-testmodel,hosp,2021-09-26,DE,35-59,COVID-19,811,492,586,681,797,926,1053,1208
testteam-testmodel,hosp,2021-09-26,DE,60-79,COVID-19,638,386,461,536,627,729,830,952
testteam-testmodel,hosp,2021-09-26,DE,80+,COVID-19,463,279,334,388,455,530,603,692
testteam-testmodel,hosp,2021-09-27,DE,00+,COVID-19,2425,1477,1758,2039,2384,2766,3143,3602
testteam-testmodel,hosp,2021-09-27,DE,00-04,COVID-19,73,41,51,60,72,85,98,113
testteam-testmodel,hosp,2021-09-27,DE,05-14,COVID-19,57,32,39,47,56,67,77,90
testteam-testmodel,hosp,2021-09-27,DE,15-34,COVID-19,384,231,276,321,377,439,500,574
testteam-testmodel,hosp,2021-09-27,DE,35-59,COVID-19,807,489,583,678,793,922,1048,1202
testteam-testmodel,hosp,2021-09-27,DE,60-79,COVID-19,641,388,463,538,630,733,833,956
testteam-testmodel,hosp,2021-09-27,DE,80+,COVID-19,466,281,336,391,459,533,607,697
testteam-testmodel,hosp,2021-09-28,DE,00+,COVID-19,2444,1489,1772,2055,2403,2789,3168,3631
testteam-testmodel,hosp,2021-09-28,DE,00-04,COVID-19,70,39,48,58,69,81,94,109
testteam-testmodel,hosp,2021-09-28,DE,05-14,COVID-19,58,32,40,48,57,68,78,91
testteam-testmodel,hosp,2021-09-28,DE,15-34,COVID-19,380,228,273,318,373,434,495,568
testteam-testmodel,hosp,2021-09-28,DE,35-59,COVID-19,812,492,587,682,798,928,1055,1210
testteam-testmodel,hosp,2021-09-28,DE,60-79,COVID-19,636,385,459,534,625,727,827,949
testteam-testmodel,hosp,2021-09-28,DE,80+,COVID-19,492,297,355,413,484,563,640,735
testteam-testmodel,hosp,2021-09-29,DE,00+,COVID-19,2518,1534,1826,2118,2476,2873,3264,3741
testteam-testmodel,hosp,2021-09-29,DE,00-04,COVID-19,75,42,52,62,74,87,100,116
testteam-testmodel,hosp,2021-09-29,DE,05-14,COVID-19,57,32,39,47,56,67,77,90
testteam-testmodel,hosp,2021-09-29,DE,15-34,COVID-19,400,240,288,335,393,457,521,598
testteam-testmodel,hosp,2021-09-29,DE,35-59,COVID-19,825,500,597,693,812,943,1072,1229
testteam-testmodel,hosp,2021-09-29,DE,60-79,COVID-19,634,384,458,532,623,725,824,946
testteam-testmodel,hosp,2021-09-29,DE,80+,COVID-19,531,321,383,446,522,607,691,793
testteam-testmodel,hosp,2021-09-30,DE,00+,COVID-19,2545,1551,1845,2140,2502,2903,3299,3780
testteam-testmodel,hosp,2021-09-30,DE,00-04,COVID-19,74,42,51,61,73,86,99,115
testteam-testmodel,hosp,2021-09-30,DE,05-14,COVID-19,56,31,38,46,55,66,76,88
testteam-testmodel,hosp,2021-09-30,DE,15-34,COVID-19,398,239,286,333,391,455,518,595
testteam-testmodel,hosp,2021-09-30,DE,35-59,COVID-19,844,512,610,709,830,964,1096,1257
testteam-testmodel,hosp,2021-09-30,DE,60-79,COVID-19,618,374,446,518,607,706,803,922
testteam-testmodel,hosp,2021-09-30,DE,80+,COVID-19,560,338,404,470,551,640,728,836
testteam-testmodel,hosp,2021-10-01,DE,00+,COVID-19,2470,1505,1791,2077,2429,2819,3202,3670
testteam-testmodel,hosp,2021-10-01,DE,00-04,COVID-19,68,38,47,56,67,79,91,106
testteam-testmodel,hosp,2021-10-01,DE,05-14,COVID-19,52,28,36,43,51,61,70,82
testteam-testmodel,hosp,2021-10-01,DE,15-34,COVID-19,377,226,271,315,370,431,491,564
testteam-testmodel,hosp,2021-10-01,DE,35-59,COVID-19,795,482,574,667,781,908,1032,1184
testteam-testmodel,hosp,2021-10-01,DE,60-79,COVID-19,621,375,448,521,610,710,807,926
testteam-testmodel,hosp,2021-10-01,DE,80+,COVID-19,563,340,406,472,554,644,732,840
testteam-testmodel,hosp,2021-10-02,DE,00+,COVID-19,2449,1492,1776,2059,2408,2794,3175,3638
testteam-testmodel,hosp,2021-10-02,DE,00-04,COVID-19,66,37,45,54,65,77,88,102
testteam-testmodel,hosp,2021-10-02,DE,05-14,COVID-19,57,32,39,47,56,67,77,90
testteam-testmodel,hosp,2021-10-02,DE,15-34,COVID-19,361,216,259,302,354,413,470,540
testteam-testmodel,hosp,2021-10-02,DE,35-59,COVID-19,782,474,566,657,769,894,1016,1166
testteam-testmodel,hosp,2021-10-02,DE,60-79,COVID-19,612,370,442,513,601,699,795,912
testteam-testmodel,hosp,2021-10-02,DE,80+,COVID-19,577,348,416,484,567,659,750,860
testteam-testmodel,hosp,2021-10-03,DE,00+,COVID-19,2442,1488,1771,2053,2401,2786,3166,3628
testteam-testmodel,hosp,2021-10-03,DE,00-04,COVID-19,66,37,45,54,65,77,88,102
testteam-testmodel,hosp,2021-10-03,DE,05-14,COVID-19,56,31,38,46,55,66,76,88
testteam-testmodel,hosp,2021-10-03,DE,15-34,COVID-19,370,222,266,309,363,423,482,553
testteam-testmodel,hosp,2021-10-03,DE,35-59,COVID-19,759,460,548,637,746,867,986,1131
testteam-testmodel,hosp,2021-10-03,DE,60-79,COVID-19,625,378,451,524,614,714,812,932
testteam-testmodel,hosp,2021-10-03,DE,80+,COVID-19,571,345,412,479,562,653,743,853
testteam2-testmodel2,hosp,2021-09-05,DE,00+,COVID-19,3056,1863,2217,2570,3005,3487,3961,4539
testteam2-testmodel2,hosp,2021-09-05,DE,00-04,COVID-19,72,40,50,59,71,84,96,112
testteam2-testmodel2,hosp,2021-09-05,DE,05-14,COVID-19,67,37,46,55,66,78,89,104
testteam2-testmodel2,hosp,2021-09-05,DE,15-34,COVID-19,584,353,422,490,574,668,760,872
testteam2-testmodel2,hosp,2021-09-05,DE,35-59,COVID-19,1207,733,874,1014,1187,1378,1566,1795
testteam2-testmodel2,hosp,2021-09-05,DE,60-79,COVID-19,683,413,493,573,672,781,888,1018
testteam2-testmodel2,hosp,2021-09-05,DE,80+,COVID-19,445,268,320,373,437,509,579,665
testteam2-testmodel2,hosp,2021-09-06,DE,00+,COVID-19,3044,1855,2208,2560,2993,3472,3945,4520
testteam2-testmodel2,hosp,2021-09-06,DE,00-04,COVID-19,75,42,52,62,74,87,100,116
testteam2-testmodel2,hosp,2021-09-06,DE,05-14,COVID-19,68,38,47,56,67,79,91,105
testteam2-testmodel2,hosp,2021-09-06,DE,15-34,COVID-19,584,353,422,490,574,668,760,872
testteam2-testmodel2,hosp,2021-09-06,DE,35-59,COVID-19,1193,725,864,1002,1173,1362,1548,1774
testteam2-testmodel2,hosp,2021-09-06,DE,60-79,COVID-19,681,412,492,572,670,778,885,1016
testteam2-testmodel2,hosp,2021-09-06,DE,80+,COVID-19,445,268,320,373,437,509,579,665
testteam2-testmodel2,hosp,2021-09-07,DE,00+,COVID-19,3053,1861,2215,2568,3002,3483,3957,4535
testteam2-testmodel2,hosp,2021-09-07,DE,00-04,COVID-19,86,49,60,71,84,99,114,132
testteam2-testmodel2,hosp,2021-09-07,DE,05-14,COVID-19,77,43,53,63,75,89,102,118
testteam2-testmodel2,hosp,2021-09-07,DE,15-34,COVID-19,578,349,417,485,568,660,751,862
testteam2-testmodel2,hosp,2021-09-07,DE,35-59,COVID-19,1183,719,857,994,1163,1351,1535,1760
testteam2-testmodel2,hosp,2021-09-07,DE,60-79,COVID-19,677,410,489,568,666,774,880,1010
testteam2-testmodel2,hosp,2021-09-07,DE,80+,COVID-19,455,274,328,382,448,521,593,681
testteam2-testmodel2,hosp,2021-09-08,DE,00+,COVID-19,3041,1854,2206,2557,2990,3469,3941,4516
testteam2-testmodel2,hosp,2021-09-08,DE,00-04,COVID-19,87,49,60,72,85,100,115,133
testteam2-testmodel2,hosp,2021-09-08,DE,05-14,COVID-19,84,48,59,69,83,97,112,129
testteam2-testmodel2,hosp,2021-09-08,DE,15-34,COVID-19,578,349,417,485,568,660,751,862
testteam2-testmodel2,hosp,2021-09-08,DE,35-59,COVID-19,1128,685,817,948,1109,1288,1464,1679
testteam2-testmodel2,hosp,2021-09-08,DE,60-79,COVID-19,711,431,514,597,699,813,924,1060
testteam2-testmodel2,hosp,2021-09-08,DE,80+,COVID-19,456,275,329,383,449,522,594,682
testteam2-testmodel2,hosp,2021-09-09,DE,00+,COVID-19,3040,1853,2205,2556,2989,3468,3940,4515
testteam2-testmodel2,hosp,2021-09-09,DE,00-04,COVID-19,92,52,64,76,90,106,122,141
testteam2-testmodel2,hosp,2021-09-09,DE,05-14,COVID-19,83,47,58,69,82,96,111,128
testteam2-testmodel2,hosp,2021-09-09,DE,15-34,COVID-19,554,334,399,464,544,633,720,826
testteam2-testmodel2,hosp,2021-09-09,DE,35-59,COVID-19,1123,682,813,943,1104,1282,1457,1670
testteam2-testmodel2,hosp,2021-09-09,DE,60-79,COVID-19,735,445,531,617,722,839,955,1095
testteam2-testmodel2,hosp,2021-09-09,DE,80+,COVID-19,458,276,330,384,451,524,597,685
testteam2-testmodel2,hosp,2021-09-10,DE,00+,COVID-19,3053,1861,2215,2568,3002,3483,3957,4535
testteam2-testmodel2,hosp,2021-09-10,DE,00-04,COVID-19,95,54,66,78,93,109,125,145
testteam2-testmodel2,hosp,2021-09-10,DE,05-14,COVID-19,77,43,53,63,75,89,102,118
testteam2-testmodel2,hosp,2021-09-10,DE,15-34,COVID-19,530,320,382,444,521,606,689,791
testteam2-testmodel2,hosp,2021-09-10,DE,35-59,COVID-19,1124,683,814,945,1106,1284,1459,1673
testteam2-testmodel2,hosp,2021-09-10,DE,60-79,COVID-19,746,452,539,626,733,852,968,1111
testteam2-testmodel2,hosp,2021-09-10,DE,80+,COVID-19,488,294,351,409,479,557,634,728
testteam2-testmodel2,hosp,2021-09-11,DE,00+,COVID-19,3051,1860,2213,2566,3001,3481,3955,4532
testteam2-testmodel2,hosp,2021-09-11,DE,00-04,COVID-19,95,54,66,78,93,109,125,145
testteam2-testmodel2,hosp,2021-09-11,DE,05-14,COVID-19,80,45,56,66,79,93,107,124
testteam2-testmodel2,hosp,2021-09-11,DE,15-34,COVID-19,516,312,372,433,508,590,672,771
testteam2-testmodel2,hosp,2021-09-11,DE,35-59,COVID-19,1125,684,815,945,1107,1285,1460,1674
testteam2-testmodel2,hosp,2021-09-11,DE,60-79,COVID-19,740,448,534,621,727,845,961,1102
testteam2-testmodel2,hosp,2021-09-11,DE,80+,COVID-19,500,302,361,419,492,572,651,747
testteam2-testmodel2,hosp,2021-09-12,DE,00+,COVID-19,3023,1842,2192,2542,2972,3448,3918,4489
testteam2-testmodel2,hosp,2021-09-12,DE,00-04,COVID-19,96,55,67,79,94,110,127,146
testteam2-testmodel2,hosp,2021-09-12,DE,05-14,COVID-19,77,44,54,64,76,90,103,119
testteam2-testmodel2,hosp,2021-09-12,DE,15-34,COVID-19,513,309,370,430,504,586,667,765
testteam2-testmodel2,hosp,2021-09-12,DE,35-59,COVID-19,1087,660,786,913,1068,1240,1410,1617
testteam2-testmodel2,hosp,2021-09-12,DE,60-79,COVID-19,740,448,534,621,727,845,961,1102
testteam2-testmodel2,hosp,2021-09-12,DE,80+,COVID-19,517,312,373,433,508,591,672,771
testteam2-testmodel2,hosp,2021-09-13,DE,00+,COVID-19,3013,1837,2186,2534,2963,3437,3905,4475
testteam2-testmodel2,hosp,2021-09-13,DE,00-04,COVID-19,93,53,65,76,91,107,123,142
testteam2-testmodel2,hosp,2021-09-13,DE,05-14,COVID-19,77,43,53,63,75,89,102,118
testteam2-testmodel2,hosp,2021-09-13,DE,15-34,COVID-19,518,313,374,435,509,592,674,774
testteam2-testmodel2,hosp,2021-09-13,DE,35-59,COVID-19,1069,649,774,898,1052,1221,1388,1591
testteam2-testmodel2,hosp,2021-09-13,DE,60-79,COVID-19,744,450,537,624,731,849,966,1108
testteam2-testmodel2,hosp,2021-09-13,DE,80+,COVID-19,519,313,374,435,510,593,675,774
testteam2-testmodel2,hosp,2021-09-14,DE,00+,COVID-19,2990,1822,2169,2515,2940,3411,3875,4441
testteam2-testmodel2,hosp,2021-09-14,DE,00-04,COVID-19,86,49,60,71,84,99,114,132
testteam2-testmodel2,hosp,2021-09-14,DE,05-14,COVID-19,64,36,44,52,63,74,86,100
testteam2-testmodel2,hosp,2021-09-14,DE,15-34,COVID-19,507,306,365,425,498,579,659,757
testteam2-testmodel2,hosp,2021-09-14,DE,35-59,COVID-19,1069,649,774,898,1052,1221,1388,1591
