model,target_type,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975
testteam-testmodel,hosp,2021-09-26,DE,00-04,COVID-19,73.0,41.0,50.0,60.0,72.0,85.0,97.0,113.0
testteam-testmodel,hosp,2021-09-26,DE,05-14,COVID-19,54.0,30.0,37.0,44.0,53.0,63.0,73.0,85.0
testteam-testmodel,hosp,2021-09-26,DE,15-34,COVID-19,384.0,231.0,276.0,322.0,378.0,440.0,501.0,575.0
testteam-testmodel,hosp,2021-09-26,DE,35-59,COVID-19,816.0,494.0,590.0,685.0,802.0,931.0,1059.0,1215.0
testteam-testmodel,hosp,2021-09-26,DE,60-79,COVID-19,644.0,390.0,465.0,541.0,633.0,736.0,837.0,961.0
testteam-testmodel,hosp,2021-09-26,DE,80+,COVID-19,465.0,280.0,335.0,390.0,457.0,532.0,605.0,695.0
testteam-testmodel,hosp,2021-09-27,DE,00+,COVID-19,2466.0,1502.0,1788.0,2073.0,2425.0,2813.0,3196.0,3663.0
testteam-testmodel,hosp,2021-09-27,DE,00-04,COVID-19,72.0,40.0,50.0,59.0,71.0,83.0,96.0,111.0
testteam-testmodel,hosp,2021-09-27,DE,05-14,COVID-19,57.0,31.0,39.0,47.0,56.0,67.0,77.0,90.0
testteam-testmodel,hosp,2021-09-27,DE,15-34,COVID-19,381.0,229.0,274.0,319.0,375.0,436.0,497.0,571.0
testteam-testmodel,hosp,2021-09-27,DE,35-59,COVID-19,811.0,492.0,587.0,681.0,798.0,927.0,1054.0,1209.0
testteam-testmodel,hosp,2021-09-27,DE,60-79,COVID-19,647.0,392.0,467.0,543.0,636.0,740.0,841.0,965.0
testteam-testmodel,hosp,2021-09-27,DE,80+,COVID-19,468.0,282.0,337.0,392.0,460.0,535.0,609.0,699.0
testteam-testmodel,hosp,2021-09-28,DE,00+,COVID-19,2485.0,1514.0,1802.0,2090.0,2444.0,2836.0,3222.0,3692.0
testteam-testmodel,hosp,2021-09-28,DE,00-04,COVID-19,69.0,39.0,48.0,57.0,68.0,80.0,92.0,107.0
testteam-testmodel,hosp,2021-09-28,DE,05-14,COVID-19,58.0,32.0,40.0,48.0,57.0,68.0,78.0,91.0
testteam-testmodel,hosp,2021-09-28,DE,15-34,COVID-19,377.0,227.0,271.0,316.0,371.0,432.0,492.0,565.0
testteam-testmodel,hosp,2021-09-28,DE,35-59,COVID-19,817.0,495.0,590.0,686.0,803.0,933.0,1061.0,1216.0
testteam-testmodel,hosp,2021-09-28,DE,60-79,COVID-19,642.0,388.0,464.0,539.0,631.0,734.0,835.0,958.0
testteam-testmodel,hosp,2021-09-28,DE,80+,COVID-19,494.0,298.0,356.0,414.0,486.0,565.0,643.0,738.0
testteam-testmodel,hosp,2021-09-29,DE,00+,COVID-19,2561.0,1560.0,1857.0,2154.0,2518.0,2922.0,3320.0,3804.0
testteam-testmodel,hosp,2021-09-29,DE,00-04,COVID-19,74.0,42.0,51.0,61.0,73.0,86.0,99.0,114.0
testteam-testmodel,hosp,2021-09-29,DE,05-14,COVID-19,57.0,31.0,39.0,47.0,56.0,67.0,77.0,90.0
testteam-testmodel,hosp,2021-09-29,DE,15-34,COVID-19,397.0,239.0,286.0,333.0,391.0,454.0,518.0,594.0
testteam-testmodel,hosp,2021-09-29,DE,35-59,COVID-19,830.0,503.0,600.0,697.0,816.0,948.0,1078.0,1236.0
testteam-testmodel,hosp,2021-09-29,DE,60-79,COVID-19,640.0,387.0,462.0,537.0,629.0,731.0,832.0,954.0
testteam-testmodel,hosp,2021-09-29,DE,80+,COVID-19,533.0,322.0,385.0,447.0,524.0,610.0,694.0,796.0
testteam-testmodel,hosp,2021-09-30,DE,00+,COVID-19,2588.0,1577.0,1877.0,2176.0,2545.0,2953.0,3355.0,3844.0
testteam-testmodel,hosp,2021-09-30,DE,00-04,COVID-19,73.0,41.0,50.0,60.0,72.0,85.0,97.0,113.0
testteam-testmodel,hosp,2021-09-30,DE,05-14,COVID-19,56.0,31.0,38.0,46.0,55.0,66.0,76.0,88.0
testteam-testmodel,hosp,2021-09-30,DE,15-34,COVID-19,395.0,238.0,284.0,331.0,389.0,452.0,515.0,591.0
testteam-testmodel,hosp,2021-09-30,DE,35-59,COVID-19,849.0,514.0,614.0,712.0,834.0,969.0,1102.0,1264.0
testteam-testmodel,hosp,2021-09-30,DE,60-79,COVID-19,624.0,377.0,450.0,523.0,613.0,713.0,811.0,930.0
testteam-testmodel,hosp,2021-09-30,DE,80+,COVID-19,562.0,340.0,406.0,472.0,553.0,643.0,731.0,839.0
testteam-testmodel,hosp,2021-10-01,DE,00+,COVID-19,2512.0,1531.0,1822.0,2113.0,2470.0,2867.0,3257.0,3732.0
testteam-testmodel,hosp,2021-10-01,DE,00-04,COVID-19,67.0,37.0,46.0,55.0,66.0,78.0,89.0,104.0
testteam-testmodel,hosp,2021-10-01,DE,05-14,COVID-19,52.0,28.0,35.0,42.0,51.0,61.0,70.0,82.0
testteam-testmodel,hosp,2021-10-01,DE,15-34,COVID-19,374.0,225.0,269.0,313.0,368.0,428.0,488.0,560.0
testteam-testmodel,hosp,2021-10-01,DE,35-59,COVID-19,799.0,484.0,578.0,671.0,786.0,913.0,1038.0,1190.0
testteam-testmodel,hosp,2021-10-01,DE,60-79,COVID-19,627.0,379.0,453.0,526.0,616.0,716.0,815.0,935.0
testteam-testmodel,hosp,2021-10-01,DE,80+,COVID-19,565.0,341.0,408.0,474.0,556.0,646.0,735.0,844.0
testteam-testmodel,hosp,2021-10-02,DE,00+,COVID-19,2491.0,1517.0,1806.0,2094.0,2449.0,2842.0,3229.0,3700.0
testteam-testmodel,hosp,2021-10-02,DE,00-04,COVID-19,65.0,36.0,45.0,53.0,64.0,75.0,87.0,101.0
testteam-testmodel,hosp,2021-10-02,DE,05-14,COVID-19,57.0,31.0,39.0,47.0,56.0,67.0,77.0,90.0
testteam-testmodel,hosp,2021-10-02,DE,15-34,COVID-19,358.0,215.0,258.0,300.0,352.0,410.0,467.0,536.0
testteam-testmodel,hosp,2021-10-02,DE,35-59,COVID-19,787.0,477.0,569.0,660.0,773.0,899.0,1022.0,1172.0
testteam-testmodel,hosp,2021-10-02,DE,60-79,COVID-19,618.0,373.0,446.0,518.0,607.0,706.0,803.0,921.0
testteam-testmodel,hosp,2021-10-02,DE,80+,COVID-19,579.0,350.0,418.0,486.0,569.0,661.0,753.0,863.0
testteam-testmodel,hosp,2021-10-03,DE,00+,COVID-19,2483.0,1513.0,1801.0,2088.0,2442.0,2833.0,3219.0,3689.0
testteam-testmodel,hosp,2021-10-03,DE,00-04,COVID-19,65.0,36.0,45.0,53.0,64.0,75.0,87.0,101.0
testteam-testmodel,hosp,2021-10-03,DE,05-14,COVID-19,56.0,31.0,38.0,46.0,55.0,66.0,76.0,88.0
testteam-testmodel,hosp,2021-10-03,DE,15-34,COVID-19,367.0,221.0,264.0,308.0,361.0,420.0,479.0,550.0
testteam-testmodel,hosp,2021-10-03,DE,35-59,COVID-19,763.0,462.0,551.0,641.0,750.0,872.0,991.0,1137.0
testteam-testmodel,hosp,2021-10-03,DE,60-79,COVID-19,631.0,382.0,455.0,529.0,620.0,721.0,820.0,941.0
testteam-testmodel,hosp,2021-10-03,DE,80+,COVID-19,574.0,347.0,414.0,481.0,564.0,656.0,746.0,856.0
testteam-testmodel,hosp,2021-10-04,DE,00+,COVID-19,2472.0,1506.0,1793.0,2079.0,2431.0,2820.0,3205.0,3672.0
testteam-testmodel,hosp,2021-10-04,DE,00-04,COVID-19,65.0,36.0,45.0,53.0,64.0,75.0,87.0,101.0
testteam-testmodel,hosp,2021-10-04,DE,05-14,COVID-19,54.0,30.0,37.0,44.0,53.0,63.0,73.0,85.0
testteam-testmodel,hosp,2021-10-04,DE,15-34,COVID-19,366.0,220.0,263.0,307.0,360.0,419.0,477.0,548.0
testteam-testmodel,hosp,2021-10-04,DE,35-59,COVID-19,765.0,463.0,553.0,642.0,752.0,874.0,994.0,1140.0
testteam-testmodel,hosp,2021-10-04,DE,60-79,COVID-19,627.0,379.0,453.0,526.0,616.0,716.0,815.0,935.0
testteam-testmodel,hosp,2021-10-04,DE,80+,COVID-19,567.0,343.0,409.0,476.0,558.0,649.0,738.0,847.0
testteam-testmodel,hosp,2021-10-05,DE,00+,COVID-19,2422.0,1476.0,1756.0,2037.0,2382.0,2764.0,3140.0,3598.0
testteam-testmodel,hosp,2021-10-05,DE,00-04,COVID-19,70.0,39.0,48.0,57.0,69.0,81.0,93.0,108.0
testteam-testmodel,hosp,2021-10-05,DE,05-14,COVID-19,47.0,25.0,32.0,38.0,46.0,55.0,64.0,74.0
testteam-testmodel,hosp,2021-10-05,DE,15-34,COVID-19,351.0,211.0,253.0,294.0,345.0,402.0,458.0,526.0
testteam-testmodel,hosp,2021-10-05,DE,35-59,COVID-19,754.0,457.0,545.0,633.0,741.0,861.0,979.0,1123.0
testteam-testmodel,hosp,2021-10-05,DE,60-79,COVID-19,628.0,380.0,453.0,527.0,617.0,717.0,816.0,936.0
testteam-testmodel,hosp,2021-10-05,DE,80+,COVID-19,546.0,330.0,394.0,458.0,537.0,624.0,710.0,814.0
testteam-testmodel,hosp,2021-10-06,DE,00+,COVID-19,2301.0,1402.0,1668.0,1935.0,2263.0,2626.0,2983.0,3419.0
testteam-testmodel,hosp,2021-10-06,DE,00-04,COVID-19,60.0,33.0,41.0,49.0,59.0,70.0,80.0,93.0
testteam-testmodel,hosp,2021-10-06,DE,05-14,COVID-19,45.0,24.0,30.0,36.0,44.0,53.0,61.0,71.0
testteam-testmodel,hosp,2021-10-06,DE,15-34,COVID-19,302.0,181.0,217.0,253.0,297.0,346.0,395.0,454.0
testteam-testmodel,hosp,2021-10-06,DE,35-59,COVID-19,708.0,429.0,512.0,595.0,697.0,809.0,920.0,1056.0
testteam-testmodel,hosp,2021-10-06,DE,60-79,COVID-19,620.0,375.0,447.0,520.0,609.0,708.0,805.0,924.0
testteam-testmodel,hosp,2021-10-06,DE,80+,COVID-19,542.0,327.0,391.0,454.0,532.0,619.0,704.0,808.0
testteam-testmodel,hosp,2021-10-07,DE,00+,COVID-19,2275.0,1386.0,1650.0,1913.0,2237.0,2596.0,2950.0,3380.0
testteam-testmodel,hosp,2021-10-07,DE,00-04,COVID-19,55.0,30.0,37.0,45.0,54.0,64.0,74.0,86.0
testteam-testmodel,hosp,2021-10-07,DE,05-14,COVID-19,42.0,22.0,28.0,34.0,41.0,49.0,57.0,67.0
testteam-testmodel,hosp,2021-10-07,DE,15-34,COVID-19,293.0,175.0,210.0,245.0,287.0,335.0,382.0,439.0
testteam-testmodel,hosp,2021-10-07,DE,35-59,COVID-19,678.0,410.0,489.0,569.0,666.0,774.0,880.0,1010.0
testteam-testmodel,hosp,2021-10-07,DE,60-79,COVID-19,639.0,387.0,461.0,536.0,628.0,730.0,831.0,953.0
testteam-testmodel,hosp,2021-10-07,DE,80+,COVID-19,546.0,330.0,394.0,458.0,537.0,624.0,710.0,814.0
testteam-testmodel,hosp,2021-10-08,DE,00+,COVID-19,2304.0,1404.0,1671.0,1937.0,2266.0,2629.0,2987.0,3423.0
testteam-testmodel,hosp,2021-10-08,DE,00-04,COVID-19,49.0,26.0,33.0,40.0,48.0,57.0,66.0,77.0
testteam-testmodel,hosp,2021-10-08,DE,05-14,COVID-19,42.0,22.0,28.0,34.0,41.0,49.0,57.0,67.0
testteam-testmodel,hosp,2021-10-08,DE,15-34,COVID-19,280.0,167.0,200.0,234.0,275.0,320.0,365.0,419.0
testteam-testmodel,hosp,2021-10-08,DE,35-59,COVID-19,680.0,411.0,491.0,570.0,668.0,776.0,883.0,1013.0
testteam-testmodel,hosp,2021-10-08,DE,60-79,COVID-19,672.0,407.0,485.0,564.0,661.0,768.0,873.0,1002.0
testteam-testmodel,hosp,2021-10-08,DE,80+,COVID-19,559.0,338.0,403.0,469.0,550.0,639.0,727.0,834.0
testteam-testmodel,hosp,2021-10-09,DE,00+,COVID-19,2344.0,1428.0,1699.0,1971.0,2304.0,2674.0,3038.0,3482.0
testteam-testmodel,hosp,2021-10-09,DE,00-04,COVID-19,44.0,23.0,29.0,35.0,43.0,51.0,59.0,69.0
testteam-testmodel,hosp,2021-10-09,DE,05-14,COVID-19,44.0,23.0,30.0,36.0,43.0,51.0,60.0,70.0
testteam-testmodel,hosp,2021-10-09,DE,15-34,COVID-19,288.0,172.0,206.0,240.0,283.0,329.0,375.0,431.0
testteam-testmodel,hosp,2021-10-09,DE,35-59,COVID-19,669.0,405.0,483.0,562.0,658.0,765.0,870.0,998.0
testteam-testmodel,hosp,2021-10-09,DE,60-79,COVID-19,712.0,431.0,514.0,598.0,700.0,813.0,925.0,1061.0
testteam-testmodel,hosp,2021-10-09,DE,80+,COVID-19,563.0,340.0,406.0,472.0,554.0,644.0,732.0,840.0
testteam-testmodel,hosp,2021-10-10,DE,00+,COVID-19,2356.0,1435.0,1708.0,1981.0,2317.0,2688.0,3054.0,3500.0
testteam-testmodel,hosp,2021-10-10,DE,00-04,COVID-19,48.0,26.0,32.0,39.0,47.0,56.0,64.0,75.0
testteam-testmodel,hosp,2021-10-10,DE,05-14,COVID-19,44.0,23.0,30.0,36.0,43.0,51.0,60.0,70.0
testteam-testmodel,hosp,2021-10-10,DE,15-34,COVID-19,278.0,166.0,199.0,232.0,273.0,318.0,362.0,416.0
testteam-testmodel,hosp,2021-10-10,DE,35-59,COVID-19,689.0,417.0,498.0,578.0,677.0,787.0,895.0,1027.0
testteam-testmodel,hosp,2021-10-10,DE,60-79,COVID-19,706.0,427.0,510.0,592.0,694.0,806.0,917.0,1052.0
testteam-testmodel,hosp,2021-10-10,DE,80+,COVID-19,568.0,343.0,410.0,477.0,559.0,650.0,739.0,848.0
testteam-testmodel,hosp,2021-10-11,DE,00+,COVID-19,2371.0,1444.0,1719.0,1993.0,2331.0,2705.0,3073.0,3522.0
testteam-testmodel,hosp,2021-10-11,DE,00-04,COVID-19,48.0,26.0,32.0,39.0,47.0,56.0,64.0,75.0
testteam-testmodel,hosp,2021-10-11,DE,05-14,COVID-19,43.0,23.0,29.0,35.0,42.0,50.0,58.0,68.0
testteam-testmodel,hosp,2021-10-11,DE,15-34,COVID-19,271.0,161.0,194.0,226.0,266.0,310.0,353.0,406.0
testteam-testmodel,hosp,2021-10-11,DE,35-59,COVID-19,681.0,412.0,492.0,571.0,669.0,778.0,884.0,1015.0
testteam-testmodel,hosp,2021-10-11,DE,60-79,COVID-19,719.0,435.0,520.0,604.0,707.0,821.0,934.0,1072.0
testteam-testmodel,hosp,2021-10-11,DE,80+,COVID-19,586.0,354.0,423.0,492.0,576.0,670.0,762.0,874.0
testteam-testmodel,hosp,2021-10-12,DE,00+,COVID-19,2421.0,1475.0,1756.0,2036.0,2381.0,2763.0,3139.0,3597.0
testteam-testmodel,hosp,2021-10-12,DE,00-04,COVID-19,43.0,23.0,28.0,34.0,42.0,50.0,58.0,68.0
testteam-testmodel,hosp,2021-10-12,DE,05-14,COVID-19,47.0,25.0,32.0,38.0,46.0,55.0,64.0,74.0
testteam-testmodel,hosp,2021-10-12,DE,15-34,COVID-19,290.0,173.0,208.0,242.0,285.0,332.0,378.0,434.0
testteam-testmodel,hosp,2021-10-12,DE,35-59,COVID-19,680.0,411.0,491.0,570.0,668.0,776.0,883.0,1013.0
testteam-testmodel,hosp,2021-10-12,DE,60-79,COVID-19,720.0,436.0,520.0,604.0,708.0,823.0,936.0,1073.0
testteam-testmodel,hosp,2021-10-12,DE,80+,COVID-19,618.0,374.0,446.0,519.0,608.0,706.0,803.0,922.0
testteam-testmodel,hosp,2021-10-13,DE,00+,COVID-19,2432.0,1481.0,1763.0,2045.0,2391.0,2774.0,3152.0,3612.0
testteam-testmodel,hosp,2021-10-13,DE,00-04,COVID-19,50.0,27.0,34.0,40.0,49.0,58.0,67.0,78.0
testteam-testmodel,hosp,2021-10-13,DE,05-14,COVID-19,47.0,25.0,32.0,38.0,46.0,55.0,64.0,74.0
testteam-testmodel,hosp,2021-10-13,DE,15-34,COVID-19,295.0,177.0,212.0,247.0,290.0,338.0,386.0,443.0
testteam-testmodel,hosp,2021-10-13,DE,35-59,COVID-19,668.0,404.0,483.0,561.0,657.0,764.0,868.0,996.0
testteam-testmodel,hosp,2021-10-13,DE,60-79,COVID-19,740.0,448.0,534.0,621.0,727.0,845.0,961.0,1102.0
testteam-testmodel,hosp,2021-10-13,DE,80+,COVID-19,607.0,367.0,438.0,509.0,596.0,693.0,789.0,905.0
testteam-testmodel,hosp,2021-10-14,DE,00+,COVID-19,2381.0,1450.0,1726.0,2002.0,2341.0,2717.0,3086.0,3537.0
testteam-testmodel,hosp,2021-10-14,DE,00-04,COVID-19,48.0,26.0,32.0,39.0,47.0,56.0,64.0,75.0
